lat,lon,AVG(avg_bikes)
48.84791249714942,2.2843059897422795,63.529764831056085
48.851315406715976,2.2919502854347233,62.85240403289671
48.85264791461651,2.2758664190769196,62.67565018578505
48.839966914994,2.3788625746965,62.0194144682439
48.870406028483,2.323243509808,61.117078666321554
48.861411014652,2.3201214185208,58.94067689262344
48.82435782216384,2.377065159380436,58.26330756153379
48.87525984132485,2.249415814876557,57.480392085550065
48.862382970647,2.3384822532535,55.49808359942086
48.8350268238,2.3760157451034,55.157022261381705
48.828374828097,2.3842737458056,53.133648551229435
48.829654975522,2.2638675570488,52.859772544606436
48.851355779579,2.369220033288,52.147108801043295
48.864920982538,2.3025491823859,51.94478048341161
48.83328865030686,2.2441747784614567,51.85569887005953
48.859726157909,2.3258604481816,51.236177733512356
48.828595283857425,2.380220606266108,51.03605966311262
48.837695319163,2.2753742337227,50.78121966587427
48.84395729494058,2.3790882155299187,50.67013414777433
48.83212027074841,2.388618104159832,49.29064105039088
48.868899890853,2.3397543845203,48.85566235082066
48.82747252522725,2.2784319519996648,48.34773780252736
48.866887649978,2.3066755757207,48.15024109159985
48.8311602,2.3774395,48.03897399573138
48.845515089794,2.3726498446286,47.89687914195663
48.865346269363,2.3101937879648,47.78125524378621
48.840639944296655,2.2780618071556096,47.72107632669121
48.83372354344807,2.386601903271428,47.190999898756
48.84756654526,2.3025691509247,47.11863775973831
48.833122686454,2.2571459412575,46.50806178046691
48.842319830109,2.3670300096273,45.462570640918784
48.861273016278,2.3094535509142,45.35596532472577
48.8562118,2.3532536,44.83311202709149
48.833218027457846,2.2677567601203923,44.2906766598009
48.844182577315,2.3640366643667,44.183597860053645
48.85132886434057,2.277785539627075,43.73001614428559
48.876383969379,2.3353566779335,43.70954079068395
48.860680473738,2.3148481955842,43.46911673966527
48.902519074064,2.3740895837545,43.4538568137974
48.860897797941,2.295599598447,42.94415490256701
48.824945637583,2.3885661363602,42.82341590229586
48.822632,2.377738,42.26272923484767
48.837853,2.382064,41.86056714157997
48.8538327,2.3697222,41.60298070990598
48.910388180512,2.3117771744728,40.864917963754074
48.840452820991764,2.2280225157737736,40.3259215711865
48.869689856852,2.3107324540615,40.28861552693596
48.8984179,2.2791311,40.22214577202628
48.8699355331869,2.3359975218772893,40.185678194117045
48.84021670922,2.2716060653329,40.147552996538735
48.841795009027,2.3767850184816,40.11046242708171
48.85147910413369,2.296709530055523,39.62959245667625
48.850785261674964,2.2871585190296173,39.37185266316949
48.82887629664,2.3744382709265,39.18594614912277
48.82010494991975,2.3725583776831627,38.682868085568906
48.871417284355,2.3076787590981,38.42492498518834
48.869228052648,2.324421107769,38.2901992278397
48.833250690537874,2.2765403240919113,37.797827408745015
48.83780830557548,2.2408381104469304,37.707666423854434
48.92034156960326,2.3438543826341625,37.69673062793394
48.819116181578764,2.3966637253761296,37.62240732777543
48.838946417408025,2.3704235663952966,36.85908140512382
48.840658921385234,2.3537524044513702,36.70834595593723
48.90782845483013,2.307887971401215,36.68582474621155
48.845666194202,2.3741452395916,36.5137906259359
48.843372571022,2.2751328349113,36.436926343252225
48.90680713698062,2.364541214992642,36.295922019426605
48.834131261494,2.4547516554594,36.29401035077588
48.846276485475,2.2786368057132,36.241240770851995
48.851296433665276,2.325061820447445,36.20429865599239
48.843839785643,2.3704450240357,36.002987206324455
48.867458,2.3445211,35.99915952305447
48.80253358011283,2.4275037646293645,35.945033169078485
48.83047518749,2.2616135525345,35.78137484706479
48.8577967,2.3192664,35.40623542867131
48.872933,2.309796,35.35831003040887
48.85337548426,2.3828620836139,35.13842992210002
48.8256423,2.3750226,34.97163456068854
48.866143390992,2.3251800647137,34.94055710133947
48.927640283627,2.3308986340524,34.91100225918591
48.8570414504784,2.37289470306807,34.73248127128218
48.86096384533371,2.2246733296048142,34.65473861270327
48.871347597383,2.3414588347077,34.29900111136175
48.813881,2.392429,34.03857144685819
48.832308,2.38637,33.69156635435314
48.91835629408464,2.3523425683379173,33.668336541206294
48.87345073390807,2.320404499769211,33.35601157303866
48.81152481985875,2.4017931148409843,33.24325782292353
48.857202661803,2.3152771219611,33.231992238221274
48.84442462786544,2.294059172272682,32.95589514187267
48.836956046311,2.2741072252393,32.797771304894695
48.849063299501,2.3558086529374,32.75057692124994
48.896737263309504,2.310542999196392,32.422603421080375
48.81057120969284,2.3842826485633855,32.29832492029382
48.83868901709515,2.2818081825971603,32.17991735881764
48.872988840744,2.3294984212276,32.10988695281583
48.825481574435,2.409880310297,32.076453335376385
48.8733298892,2.3352625966072,31.911408009229227
48.815160030060376,2.4592879414558415,31.780119972247533
48.8950295,2.1957932,31.761102579699752
48.832586513351,2.37121138812,31.686214049194877
48.870310661422,2.3419791832566,31.39517846803538
48.82237977153955,2.4586871266365056,31.223598777045442
48.868266498223,2.3304839059711,31.151667857237893
48.8430515215905,2.295200452208519,31.103899181758372
48.830764,2.252024,30.917415829210476
48.83671783466264,2.283664085650799,30.87462954954364
48.835261,2.447974,30.871607592880416
48.83094844846017,2.37965351592796,30.786670454086227
48.847563015126106,2.433383166790009,30.615691168114925
48.91516726221354,2.357633225619793,30.53053159259464
48.84717561492764,2.307052147596786,30.508587503923653
48.764615483395254,2.4071189761161804,30.301490882545576
48.893479576183,2.2775253653526,30.13827447702714
48.929867194519,2.2836696356535,30.05592420475515
48.875674400851,2.3265598341823,30.047878259363205
48.87660163459077,2.3129771277308464,29.996216113895226
48.850440013405,2.378901366211,29.879650476573126
48.919141953558,2.3620655760169,29.859621949943996
48.846401,2.28502,29.845413439558072
48.873722412917,2.3158480972052,29.81009852131102
48.871815737396,2.3372015478451,29.772097398854932
48.839794573906,2.3826066032052,29.65192254092002
48.832294,2.3674523,29.526899622935318
48.83850740333351,2.2782871127128606,29.21161825012286
48.849269143836,2.281863167882,29.201638630174788
48.859059340842,2.3476943001151,29.121978305169407
48.8343883676388,2.2656820714473724,29.008361161958476
48.847185510023,2.3534858599305,28.979693771599962
48.855628721101,2.3256602883339,28.968067688581918
48.83637852318147,2.3723404482007027,28.852904997021692
48.83748810318667,2.365213818848133,28.69667668866899
48.837442,2.440452,28.636405485319912
48.827228120536,2.268122527474,28.542691856241774
48.81488859822486,2.4224362157778994,28.516123398415424
48.8762009747008,2.319786250591278,28.45443642817259
48.870828911558,2.3459213599563,28.13517859098525
48.874746047357135,2.3082953318953514,28.105379627004293
48.845665,2.355653,27.808740766155008
48.923306888013,2.3847292397611,27.707239455781608
48.80391487219,2.4089661620274,27.530297067744865
48.852364355271,2.3681089282036,27.51397041961128
48.87334627510507,2.337980867701675,27.498617671597685
48.852191909696,2.3740932717919,27.341791446630882
48.8351212784276,2.385534569621086,27.318459169267367
48.89883,2.37933,27.25705230994993
48.875254549053,2.3408536612988,27.203117893462725
48.836395736424,2.2784192115068,27.096481404583987
48.869517979344,2.3024262188416,27.061780444016126
48.81411442356866,2.39090770483017,26.93787534001264
48.842055041656,2.2859910875559,26.867179437861406
48.870508937204,2.3340544619393,26.86139172101721
48.906442763495,2.3584905266762,26.770057018067103
48.903281401126755,2.368072383105755,26.761675031226616
48.84797660373612,2.2966245196598805,26.238828148189498
48.874230055580306,2.325570111724113,26.2382195957182
48.83730787972,2.3740861260598,26.222495164053733
48.839061952159746,2.3499782010912895,26.19732018089947
48.827090233494964,2.2606857866048813,26.150724778445547
48.911380185786,2.3340076807601,25.990126592235796
48.856926701847,2.3096215831203,25.9816651123635
48.822556366667,2.3920395970345,25.955784069268326
48.848904447989405,2.3473486304283147,25.95256625379769
48.880987514929,2.2715748726513,25.880327451960127
48.92650488131725,2.239069678491417,25.72543529729166
48.858942986179,2.3314182047146,25.723349926547595
48.847020571652,2.3464982619671,25.649496593655236
48.8667692,2.3157655,25.636272099971443
48.86703740186721,2.336716018617153,25.598562353735257
48.824753068884,2.2588385956052,25.575545592707474
48.871139344351,2.2749781616017,25.491819320370972
48.88873214926474,2.2881576418876652,25.410235791519753
48.905303858642,2.31055945158,25.38478640040457
48.823393984057304,2.2497073194874866,25.367928308516095
48.87219,2.329423,25.044007297907424
48.866810653323,2.3343884482519,24.984654856348328
48.81477852751594,2.398074567317963,24.982682500322905
48.8652359,2.3002513,24.955561754967242
48.856502977696,2.2931787543289,24.89747844072634
48.84009622558849,2.239872515201569,24.877440146132884
48.878772242510465,2.270772233605385,24.851944658550398
48.870790980240706,2.3431010171771054,24.850221040762488
48.865574047531,2.3564198613167,24.78831031056937
48.830121559055,2.2314262390137,24.760614102888717
48.8768345,2.3329067,24.733924378218358
48.842668466104875,2.3618587106466293,24.70381202630403
48.853844054334,2.289705348222,24.685157764505412
48.871611569354755,2.345873080193996,24.627924913232313
48.834845858829,2.2479459643364,24.622871764286977
48.870103359864,2.3043501377106,24.570612612522698
48.814548138856,2.4024386957288,24.440941639059194
48.82048387758518,2.446271181106568,24.37211132297673
48.83091743371036,2.2790706530213356,24.35998545255573
48.86393331949257,2.352406270802021,24.334847852815983
48.8672190355135,2.3404625437747044,24.31511665107077
48.782427463041,2.3939734697342,24.233232574908723
48.846192642574,2.3703800886869,24.20220439720703
48.819602554907,2.4114319673051,24.153014360957282
48.896280181078,2.4581568985227,24.11207926954824
48.864053304653766,2.347587011754513,24.00509306796997
48.858835448898,2.3518279194832,23.988486391407893
48.87320440102894,2.323658830743138,23.84813502173171
48.858925,2.3789759,23.731215663506028
48.88652251096166,2.173960916697979,23.7236623451684
48.84858321339195,2.299347817897797,23.53229788939804
48.858102885107,2.3004072904587,23.526467156774004
48.865242333228,2.3516669869423,23.403896901816196
48.87745567681383,2.309694221419506,23.372770097101206
48.844835471244416,2.297508493065834,23.266859577858106
48.870893,2.353521,23.23631824421157
48.86877849178477,2.274354539176829,23.175691144943876
48.856931678257,2.3706749462105,23.051452846126228
48.92540695835961,2.3644426837563515,22.99317473466484
48.860089892617,2.344057559967,22.96232981952605
48.86302317841182,2.2687188170157406,22.700600992707013
48.825806194537,2.3819742271533,22.54368071547049
48.823549261189,2.5101865455508,22.505184766214178
48.853883541328,2.3493797332048,22.473150984760156
48.83170888166024,2.255771979689598,22.45032514502818
48.82435208303827,2.2417913004755974,22.423123016483526
48.8296843300915,2.275342586850291,22.357096071664174
48.855280175332,2.3375743255019,22.29384968735046
48.850533,2.383756,22.293629050059515
48.85345855607243,2.3772463581947094,22.27768942974886
48.791922819921815,2.395057752728462,22.274957164404352
48.876116,2.288124,22.11432967084651
48.89876016219984,2.375325746834278,22.09937984270743
48.828688,2.22499,22.077830951836255
48.84288183896324,2.222245037555695,22.02824631015811
48.89990653843488,2.321543991674844,22.016340945248455
48.85154484769,2.3146149516106,21.989267905617304
48.8478103,2.3659356,21.98336505853574
48.852828153442,2.2978776320815,21.887011435131374
48.95756799268,2.2834496977978,21.86878225223053
48.872420063053,2.3483952362828,21.81109057106584
48.884933177666,2.2484488785267,21.797055088961518
48.87866794788021,2.2420343756675725,21.7684130772083
48.914920058264,2.4172238067445,21.746285347899043
48.87352990026496,2.303444892168045,21.665311644472663
48.86617395079137,2.3449775576591496,21.57692335989375
48.860273568996,2.3412468419093,21.573819629252338
48.849686566191,2.3434996604919,21.53283455561302
48.851751374458864,2.338161695134053,21.417099262331416
48.852060203583,2.3017993569374,21.394502678667987
48.90755810177,2.4689837335263,21.37091890492006
48.89819702263572,2.293848017974069,21.342825644912878
48.87836138361425,2.305254448220567,21.317575777515263
48.864917233434,2.2926748171449,21.2426512696911
48.84487893836502,2.2905756533145905,21.20107635596313
48.84576261454011,2.2369650006294255,21.14185870676984
48.84243457133779,2.2921819612383847,21.135127370196322
48.8354337,2.4077132,21.113943434531794
48.831240105856,2.3989107459784,21.11194971133569
48.85034821320644,2.273029983043671,21.099715909178297
48.874999954666755,2.3522757401923404,21.048619239039315
48.86362695901683,2.342623919248581,20.780593525244473
48.850908146398,2.342130728066,20.77747789077482
48.847208456061,2.3861273378134,20.761896579693932
48.881742142181,2.2710045335353,20.76111665886197
48.85242200848887,2.380632497370243,20.671347698596186
48.87046,2.30104,20.65886114030161
48.874750203957,2.301771435326,20.481866862326722
48.8429,2.38474,20.465621146721
48.872699639621,2.3001953959465,20.462596923459042
48.821410564722,2.2555950104387,20.42363645050483
48.86364636851945,2.33409583568573,20.378135455917747
48.8623615,2.3595041,20.371521125147183
48.84693552991762,2.3770876228809357,20.366044053596603
48.829575,2.369126,20.35589730366901
48.926182814311,2.3912295762525,20.33817238108983
48.91105960199651,2.3676301538944244,20.269932787899172
48.826885843069796,2.2723413258790965,20.246695766058245
48.819211549234495,2.254007756710053,20.153487968601198
48.850310432924466,2.345015835298588,20.146330678612607
48.87590240712654,2.322616316378116,20.117478565609563
48.84993035512154,2.294612042605877,20.09620099447421
48.877753,2.327339,20.092964484650015
48.933548439566,2.3064726536317,20.073189614524594
48.8542210666207,2.319614924490452,20.021864901564417
48.836191728066666,2.2811267160086417,20.00712983802475
48.851904891406384,2.347842156887055,19.995363477377136
48.832846814471,2.3711421713233,19.969731333918364
48.84954227788459,2.337939441204071,19.928504290462513
48.86785342111862,2.349364310503006,19.881349245403424
48.876693805756986,2.3305362090468407,19.8412236956357
48.863490871724466,2.3400671035051346,19.818841826979714
48.873267137583,2.3407534480528,19.805926245256458
48.87243,2.33359,19.805584478300755
48.8712148,2.2937349,19.800671516197475
48.844867319554,2.3825789350545,19.696272012508413
48.891999360256904,2.284262739121914,19.67342711474585
48.875065791004396,2.3316738009452824,19.658988584689432
48.86210505412563,2.3649600148200993,19.63727865367345
48.87428447542072,2.332976511564311,19.61410215742165
48.832934193699835,2.402636749399156,19.510932900186624
48.82124248401006,2.2511002421379094,19.50704203768316
48.851358329771806,2.383823134795429,19.479616566537462
48.857346707443,2.3539767041802,19.474169372569214
48.824792734266,2.2651904328524,19.473197631962346
48.83495885166784,2.2416803240776066,19.418321253898927
48.847051143113745,2.2953405976295476,19.410690925624145
48.905452421305,2.3220406472683,19.37236635003415
48.823933787309,2.2606918215752,19.298490219408738
48.891834448210986,2.300144659954865,19.282398600827904
48.837809408957,2.2281519323587,19.27592266147516
48.79628807093802,2.417212128639221,19.23967185514829
48.8660354,2.3420333,19.236393164698963
48.848225572724,2.3502873256803,19.160766069880456
48.870797375639214,2.2277003154158592,19.129128042628192
48.82753962462998,2.2416052222251897,19.127480549481962
48.82714055843935,2.234234511852265,19.117160175134373
48.855949910497,2.3563823103905,19.076244798301026
48.87287120589831,2.3542150855064397,19.053164061141096
48.89826887103676,2.2849336266517644,19.048763383421903
48.866483514509,2.3344334212238,19.025312326006308
48.88115023337061,2.480436824262142,18.99004158738986
48.834848452929,2.3668264996271,18.986731189039585
48.838311,2.234077,18.942029678501182
48.867433724231,2.3536357283592,18.936638505023026
48.850571,2.3471015,18.917787464029573
48.834001935501,2.3703888058662,18.90429676768753
48.838662757066,2.2525164484978,18.847525367968633
48.84682410855,2.3669364675879,18.739957267506597
48.84107178161383,2.355475388467312,18.733738026745733
